setsize,orient_1,orient_2,position_1,position_2,contrast,test,testorient,correctresp,sub,resp,respRT,conf,confRT
1,82,,3,,0.5,3,82,2,4,2,0.463571071624756,3,1.097571849823
1,6,,1,,0.5,1,6,4,4,1,1.37548494338989,2,1.14543581008911
1,76,,2,,0.8,2,76,2,4,2,0.528398990631104,3,0.505555152893066
2,102,80,2,4,0.5,1,NaN,5,4,5,0,2,1.0338089466095
2,104,356,2,3,0.8,2,104,3,4,NaN,0,NaN,0
1,12,,2,,0.5,2,12,4,4,NaN,0,2,0.201973915100098
1,6,,2,,0.5,3,NaN,5,4,5,0.992102146148682,3,0.362353801727295
1,346,,4,,0.5,4,346,1,4,1,0.832268953323364,2,1.22617411613464
2,14,94,3,4,0.8,3,14,4,4,NaN,0,NaN,0
1,12,,2,,0.5,2,12,4,4,4,0.57661509513855,3,1.17869997024536
1,350,,1,,0.5,3,NaN,5,4,5,0.784745931625366,2,0.49058198928833
2,100,98,1,2,0.5,1,100,3,4,NaN,0,NaN,0
2,346,356,2,3,0.8,3,356,1,4,NaN,0,NaN,0
2,14,8,1,2,0.8,2,8,4,4,NaN,0,NaN,0
2,82,12,1,2,0.8,2,12,4,4,NaN,0,NaN,0
2,104,94,2,3,0.5,3,94,3,4,4,1.48955202102661,2,1.16337203979492
1,6,,4,,0.5,3,NaN,5,4,NaN,0,NaN,0
1,98,,1,,0.5,2,NaN,5,4,NaN,0,NaN,0
1,82,,3,,0.8,1,NaN,5,4,5,0.738036870956421,3,0.400053024291992
2,96,4,2,4,0.5,4,4,4,4,NaN,0,NaN,0
2,78,354,1,3,0.8,3,354,1,4,1,0.531511068344116,2,0.401309967041016
2,10,346,2,4,0.5,4,346,1,4,NaN,0,NaN,0
1,8,,2,,0.5,2,8,4,4,NaN,0,NaN,0
2,82,102,1,2,0.5,3,NaN,5,4,2,0.867640018463135,1,0.561841011047363
2,346,84,1,2,0.5,3,NaN,5,4,3,0.853544950485229,2,0.594051837921143
1,12,,4,,0.5,1,NaN,5,4,5,1.22009682655334,1,0.369879961013794
2,8,84,1,2,0.5,4,NaN,5,4,5,0.580256938934326,2,0.402480125427246
2,78,352,1,4,0.5,1,78,2,4,NaN,0,NaN,0
2,4,12,1,4,0.8,3,NaN,5,4,5,0,2,1.1066300868988
1,102,,2,,0.5,4,NaN,5,4,3,1.18840408325195,1,0.357809066772461
2,348,14,3,4,0.5,1,NaN,5,4,2,0.868529081344604,2,0.706828832626343
2,98,102,3,4,0.5,2,NaN,5,4,5,0.724618911743164,2,0.434883117675781
1,96,,1,,0.8,4,NaN,5,4,5,0.744143962860107,2,1.12320494651794
1,98,,3,,0.5,1,NaN,5,4,5,0,3,0.339087963104248
1,86,,1,,0.5,3,NaN,5,4,5,1.49350380897522,3,0.0513439178466797
1,98,,2,,0.5,1,NaN,5,4,5,0,3,0.387386798858643
2,80,94,1,4,0.5,1,80,2,4,NaN,0,NaN,0
1,350,,2,,0.5,1,NaN,5,4,5,0.805815935134888,3,1.28390097618103
1,104,,2,,0.8,2,104,3,4,NaN,0,NaN,0
1,80,,4,,0.8,2,NaN,5,4,5,0,2,0.356066942214966
1,82,,3,,0.5,3,82,2,4,2,0.566045999526978,2,0.564466953277588
2,98,76,1,4,0.5,1,98,3,4,NaN,0,NaN,0
1,352,,3,,0.8,1,NaN,5,4,5,0.902189016342163,2,0.356446981430054
2,80,94,3,4,0.5,1,NaN,5,4,5,0.630637168884277,3,0.356659889221191
1,76,,1,,0.8,3,NaN,5,4,3,0.790570020675659,1,0.309028148651123
1,8,,3,,0.8,3,8,4,4,1,0.550744771957397,2,1.34892702102661
1,4,,4,,0.8,4,4,4,4,1,1.14282202720642,2,0.533257961273193
2,12,352,1,3,0.5,1,12,4,4,3,0.855031967163086,1,0.341121912002563
1,82,,4,,0.5,2,NaN,5,4,5,0,3,0.42150092124939
2,352,4,1,4,0.8,1,352,1,4,NaN,0,NaN,0
2,82,356,1,3,0.8,1,82,2,4,NaN,0,NaN,0
2,354,100,1,2,0.8,4,NaN,5,4,5,0.53328800201416,2,0.499560832977295
2,352,82,3,4,0.5,4,82,2,4,NaN,0,NaN,0
2,354,104,3,4,0.8,3,354,1,4,2,1.07757997512817,1,0.451495885848999
1,354,,1,,0.8,1,354,1,4,1,0.616466999053955,3,0.803673982620239
2,352,346,2,4,0.5,2,352,1,4,1,0.949877023696899,3,0.355838060379028
2,8,94,1,4,0.8,3,NaN,5,4,5,0.597944021224976,NaN,0
2,4,76,1,3,0.5,3,76,2,4,4,1.28627395629883,2,1.06000399589539
2,80,6,2,3,0.8,2,80,2,4,NaN,0,NaN,0
1,346,,1,,0.8,1,346,1,4,1,0.486270189285278,1,0.372298955917358
2,8,10,1,3,0.5,3,10,4,4,4,0.598626136779785,2,1.42853617668152
1,352,,4,,0.5,4,352,1,4,4,0.422621011734009,1,1.18897294998169
1,350,,3,,0.8,2,NaN,5,4,5,0.838686943054199,3,0.404888153076172
2,6,354,1,2,0.5,3,NaN,5,4,5,0.774800777435303,2,0.469180822372437
1,348,,4,,0.5,4,348,1,4,1,0.919064044952393,1,1.35243201255798
1,14,,4,,0.8,3,NaN,5,4,5,0.759129047393799,2,1.22110414505005
1,8,,2,,0.8,2,8,4,4,4,0.42325496673584,NaN,0
2,356,6,2,3,0.5,2,356,1,4,NaN,0,NaN,0
2,8,102,1,3,0.5,3,102,3,4,NaN,0,NaN,0
1,80,,4,,0.8,2,NaN,5,4,2,0.807878017425537,1,0.981734037399292
1,6,,4,,0.5,1,NaN,5,4,5,0.807801961898804,2,0.421875
1,348,,2,,0.8,2,348,1,4,1,0.53591513633728,3,1.11008191108704
1,346,,4,,0.5,4,346,1,4,1,0.503956079483032,3,1.28621196746826
2,356,84,2,3,0.8,1,NaN,5,4,5,0,3,0.502622127532959
2,356,96,1,2,0.8,4,NaN,5,4,5,0,3,1.38239908218384
2,100,98,3,4,0.8,1,NaN,5,4,5,0,1,0.4705970287323
1,78,,4,,0.5,4,78,2,4,2,0.968652963638306,NaN,0
1,80,,1,,0.5,1,80,2,4,2,1.27273392677307,2,1.11113905906677
1,96,,1,,0.5,1,96,3,4,3,1.27288198471069,3,0.775316953659058
1,80,,4,,0.8,2,NaN,5,4,5,0,3,0.431658029556274
1,10,,3,,0.5,3,10,4,4,4,0.441335916519165,2,0.343432903289795
1,14,,2,,0.5,2,14,4,4,4,0.665441989898682,2,1.25727701187134
1,84,,2,,0.8,3,NaN,5,4,5,0,3,0.375615835189819
2,354,84,2,3,0.5,2,354,1,4,NaN,0,NaN,0
2,80,6,2,4,0.5,2,80,2,4,1,1.30582499504089,NaN,0
2,8,98,3,4,0.5,2,NaN,5,4,2,0.857966899871826,2,1.16002678871155
2,12,78,3,4,0.5,2,NaN,5,4,5,0.81010103225708,3,0.440510988235474
1,346,,1,,0.5,4,NaN,5,4,5,0.83066987991333,1,1.44873094558716
1,102,,1,,0.8,3,NaN,5,4,5,0,3,0.328533887863159
1,84,,2,,0.8,2,84,2,4,2,0.410504102706909,3,1.41666078567505
2,96,350,1,2,0.5,3,NaN,5,4,5,0,3,0.920773029327393
1,10,,3,,0.8,1,NaN,5,4,5,0,2,0.616988897323608
1,94,,2,,0.5,4,NaN,5,4,5,0.78314208984375,3,0.409036159515381
2,356,12,1,3,0.5,2,NaN,5,4,5,0.831263065338135,2,1.49358606338501
2,100,100,1,2,0.5,2,100,3,4,3,0.799766063690186,3,0.473651885986328
1,350,,4,,0.8,3,NaN,5,4,5,0,2,0.521739959716797
2,6,356,3,4,0.8,4,356,1,4,NaN,0,NaN,0
1,100,,4,,0.8,3,NaN,5,4,5,0,3,0.393726110458374
1,76,,3,,0.8,4,NaN,5,4,2,0.911947965621948,3,0.489917039871216
1,8,,1,,0.5,3,NaN,5,4,3,0.896275997161865,2,0.570091962814331
1,82,,2,,0.5,2,82,2,4,2,1.47233486175537,3,0.766420841217041
1,82,,2,,0.8,2,82,2,4,2,0.448746919631958,3,0.410581827163696
1,98,,4,,0.5,2,NaN,5,4,5,0,3,1.0227370262146
2,98,100,1,3,0.8,3,100,3,4,3,0.624821901321411,NaN,0
1,350,,4,,0.5,3,NaN,5,4,3,1.00923991203308,3,0.810877084732056
1,354,,1,,0.8,4,NaN,5,4,3,0.609483003616333,NaN,0
1,14,,3,,0.8,1,NaN,5,4,5,1.48915100097656,3,1.37518095970154
2,76,356,1,2,0.5,1,76,2,4,NaN,0,NaN,0
2,98,76,1,4,0.5,2,NaN,5,4,NaN,0,NaN,0
1,6,,1,,0.8,4,NaN,5,5,5,0.807828187942505,NaN,0
1,76,,2,,0.5,2,76,2,5,NaN,0,3,0.483371019363403
1,102,,3,,0.8,1,NaN,5,5,3,1.0930540561676,NaN,0
2,102,8,2,4,0.5,3,NaN,5,5,NaN,0,1,0.819409132003784
2,76,352,2,4,0.8,2,76,2,5,NaN,0,1,1.47568202018738
1,352,,4,,0.5,3,NaN,5,5,5,1.17351698875427,3,1.15569591522217
2,12,356,2,3,0.5,4,NaN,5,5,2,0.837678194046021,3,0.868160009384155
2,94,86,1,3,0.8,1,94,3,5,2,1.49391293525696,1,0.468069076538086
1,78,,1,,0.5,1,78,2,5,NaN,0,3,1.46019792556763
2,350,350,1,3,0.5,4,NaN,5,5,2,0.694103002548218,2,0.884589910507202
1,6,,2,,0.5,3,NaN,5,5,2,0.822451114654541,2,0.86882209777832
2,10,76,1,3,0.8,1,10,4,5,4,1.49464201927185,2,1.48877501487732
2,82,354,2,3,0.8,2,82,2,5,2,1.33473896980286,1,0.421113967895508
2,84,102,2,3,0.5,4,NaN,5,5,2,0.950894832611084,3,0.565072059631348
1,346,,1,,0.5,3,NaN,5,5,2,1.15914511680603,2,0.821416139602661
1,352,,3,,0.8,3,352,1,5,1,0.807559967041016,2,0.597477912902832
2,12,348,3,4,0.5,3,12,4,5,4,1.49534916877747,2,0.981544017791748
1,98,,2,,0.5,4,NaN,5,5,5,0,2,0.453726053237915
2,102,104,1,2,0.5,4,NaN,5,5,5,1.28781080245972,2,0.918158054351807
1,76,,1,,0.8,3,NaN,5,5,2,0.791849136352539,2,0.470303058624268
2,102,76,2,4,0.5,2,102,3,5,2,0.936105012893677,3,0.582231998443604
1,100,,4,,0.8,4,100,3,5,3,1.44826602935791,1,0.838409900665283
1,352,,2,,0.8,3,NaN,5,5,5,0,2,0.790853023529053
2,356,86,1,4,0.5,1,356,1,5,1,0.840574026107788,1,0.83880090713501
1,8,,4,,0.5,4,8,4,5,4,0.52095890045166,2,0.518837213516235
1,82,,1,,0.5,1,82,2,5,2,0.552762031555176,3,0.47098708152771
2,350,82,1,3,0.5,3,82,2,5,NaN,0,3,0.471360921859741
2,8,348,1,2,0.8,1,8,4,5,4,1.49713182449341,1,0.839473009109497
1,94,,2,,0.8,2,94,3,5,2,0.761264085769653,2,0.503392934799194
1,82,,1,,0.8,1,82,2,5,2,1.4975278377533,2,1.49169301986694
1,354,,2,,0.5,2,354,1,5,4,0.956233024597168,2,0.698531866073608
1,76,,1,,0.5,2,NaN,5,5,5,1.06025195121765,2,0.786264181137085
2,352,86,3,4,0.5,1,NaN,5,5,2,0.644376039505005,2,0.498764038085938
2,86,12,1,3,0.5,4,NaN,5,5,2,1.09245896339417,2,0.482573986053467
1,76,,3,,0.8,4,NaN,5,5,5,0,2,0.45111608505249
1,348,,3,,0.8,3,348,1,5,1,0.77306604385376,3,0.498990058898926
1,4,,2,,0.8,3,NaN,5,5,5,0,2,1.04308009147644
1,78,,1,,0.5,1,78,2,5,2,0.533139944076538,3,0.547563076019287
2,98,86,1,2,0.8,2,86,2,5,3,1.46133279800415,2,0.6754310131073
1,14,,4,,0.8,1,NaN,5,5,5,0.965568065643311,3,0.531838893890381
2,86,4,2,3,0.5,2,86,2,5,2,1.49256300926208,2,0.515943050384521
1,78,,2,,0.8,3,NaN,5,5,5,0.870014905929565,3,0.484225988388062
1,8,,1,,0.5,2,NaN,5,5,5,0.982185125350952,2,0.532127141952515
1,82,,3,,0.8,1,NaN,5,5,2,1.0941469669342,3,0.58058500289917
2,346,78,1,2,0.5,2,78,2,5,2,1.4304530620575,2,0.564570903778076
1,96,,2,,0.5,2,96,3,5,2,0.822702884674072,2,0.500766038894653
2,78,84,2,4,0.8,3,NaN,5,5,5,0.902724027633667,3,0.629104852676392
2,8,348,1,4,0.8,3,NaN,5,5,5,0,3,0.533330917358398
2,346,4,2,3,0.5,3,4,4,5,NaN,0,1,1.4880690574646
2,76,98,1,3,0.8,1,76,2,5,2,1.36724305152893,2,0.693485975265503
1,78,,1,,0.5,2,NaN,5,5,5,0,3,0.661510944366455
1,356,,3,,0.8,3,356,1,5,1,1.15989589691162,3,0.677786827087402
1,94,,1,,0.8,2,NaN,5,5,5,0.88778018951416,3,0.517791986465454
1,14,,2,,0.8,1,NaN,5,5,5,0,3,0.662246942520142
2,76,100,2,3,0.8,3,100,3,5,3,1.44814109802246,2,1.23839092254639
2,98,98,1,2,0.8,1,98,3,5,3,0.792102098464966,2,0.502461910247803
1,96,,3,,0.5,1,NaN,5,5,5,0.904630184173584,3,0.854542970657349
1,86,,4,,0.8,1,NaN,5,5,5,0,3,0.486660003662109
2,354,80,1,2,0.8,1,354,1,5,4,0.840621948242188,2,0.598587989807129
2,14,94,2,3,0.5,3,94,3,5,2,1.49559211730957,2,1.07894206047058
2,96,86,2,3,0.8,2,96,3,5,2,0.765274047851562,1,1.38099193572998
2,354,98,2,3,0.5,1,NaN,5,5,2,0.834827899932861,3,0.524890899658203
1,4,,1,,0.8,4,NaN,5,5,5,0.915313959121704,3,0.529401063919067
2,10,4,1,2,0.5,2,4,4,5,4,0.819469928741455,1,0.641574859619141
2,348,104,3,4,0.8,4,104,3,5,3,0.563250064849854,2,0.497614145278931
1,76,,4,,0.8,1,NaN,5,5,2,1.02751111984253,3,1.10579991340637
2,12,94,1,3,0.8,1,12,4,5,4,0.947764873504639,NaN,0
1,82,,2,,0.8,2,82,2,5,2,0.75574803352356,3,0.450108051300049
1,82,,3,,0.8,3,82,2,5,2,0.787993907928467,2,0.514158964157104
2,354,12,2,4,0.8,4,12,4,5,4,1.49132800102234,2,0.738292932510376
1,8,,1,,0.8,4,NaN,5,5,5,0,3,0.99455189704895
2,104,96,3,4,0.5,1,NaN,5,5,2,0.900573968887329,2,1.01094102859497
2,352,76,2,4,0.5,1,NaN,5,5,5,1.15677189826965,2,0.882749080657959
1,8,,3,,0.5,2,NaN,5,5,5,0.964879989624023,3,0.898946046829224
2,82,346,2,3,0.8,4,NaN,5,5,5,0.981165170669556,3,0.547376871109009
1,98,,4,,0.8,2,NaN,5,5,5,1.04537987709045,3,0.56343412399292
2,356,94,1,2,0.5,2,94,3,5,2,1.49250912666321,1,0.627482891082764
1,86,,2,,0.5,1,NaN,5,5,3,0.709576845169067,2,0.627588987350464
1,94,,1,,0.8,3,NaN,5,5,5,0.997759103775024,2,1.04387307167053
2,102,76,2,3,0.5,1,NaN,5,5,5,0,3,0.83629298210144
2,102,76,1,3,0.8,1,102,3,5,3,1.03023481369019,3,0.548204183578491
1,6,,4,,0.5,3,NaN,5,5,5,1.06237006187439,2,0.932322025299072
2,86,102,1,3,0.5,2,NaN,5,5,2,1.33433103561401,2,0.98052716255188
1,6,,3,,0.5,3,6,4,5,4,0.694532155990601,3,0.260623931884766
2,104,80,1,4,0.8,2,NaN,5,5,5,1.04649305343628,2,0.564710855484009
2,84,14,1,3,0.5,2,NaN,5,5,5,1.09500193595886,1,1.04489517211914
2,94,6,1,2,0.5,2,6,4,5,4,1.22298979759216,2,0.613096952438354
2,86,4,3,4,0.8,1,NaN,5,5,5,1.0789852142334,2,0.805337905883789
2,348,102,1,3,0.5,1,348,1,5,1,1.09516191482544,3,0.949596881866455
1,76,,3,,0.5,2,NaN,5,5,5,0.96733283996582,3,1.09353995323181
1,12,,2,,0.5,3,NaN,5,5,3,0.118169069290161,3,0.472218990325928
1,76,,2,,0.5,4,NaN,5,5,5,0,3,0.555644989013672
2,352,6,1,2,0.8,1,352,1,5,NaN,0,NaN,0
1,10,,4,,0.8,2,NaN,5,5,3,0.481966018676758,2,1.02005887031555
2,78,356,1,4,0.8,4,356,1,5,NaN,0,1,0.972229957580566
2,78,354,1,4,0.8,4,354,1,5,1,1.36241698265076,2,1.05243515968323
1,350,,2,,0.5,1,NaN,5,5,3,0.530612945556641,3,0.492416858673096
2,346,352,2,3,0.5,1,NaN,5,5,3,0.642743110656738,3,0.476627111434937
2,352,352,1,4,0.8,4,352,1,5,1,0.882890939712524,2,0.460860013961792
2,12,82,1,2,0.8,3,NaN,5,5,5,0,2,0.46520209312439
1,346,,1,,0.5,1,346,1,5,1,0.659253835678101,3,0.497856855392456
1,354,,4,,0.8,4,354,1,5,1,0.739732027053833,2,0.44977593421936
1,84,,4,,0.8,2,NaN,5,5,5,0,3,0.481780052185059
1,4,,4,,0.5,4,4,4,5,4,0.691861867904663,2,0.434174060821533
1,348,,3,,0.5,3,348,1,5,1,0.676171064376831,3,0.482095003128052
2,94,14,1,4,0.5,1,94,3,5,2,1.49140691757202,2,0.946327924728394
1,6,,1,,0.5,2,NaN,5,5,5,0.932492017745972,3,0.546478033065796
2,4,356,3,4,0.8,1,NaN,5,5,5,0.94870400428772,3,0.546570062637329
1,100,,2,,0.8,2,100,3,5,3,0.580595016479492,3,0.594817161560059
1,86,,3,,0.8,3,86,2,5,2,0.644804000854492,2,0.499091863632202
2,100,86,1,4,0.8,3,NaN,5,5,5,0.916976928710938,3,0.707237958908081
2,84,352,3,4,0.8,2,NaN,5,5,5,0.965131998062134,3,0.627310037612915
2,356,6,1,4,0.5,1,356,1,5,4,1.47738909721375,1,1.33170986175537
2,352,98,3,4,0.8,4,98,3,5,2,1.33356785774231,2,0.88357400894165
2,12,82,2,3,0.5,1,NaN,5,5,3,0.789663076400757,3,0.531619787216187
2,8,86,2,4,0.5,1,NaN,5,5,5,1.0296790599823,3,0.915808200836182
2,14,78,1,4,0.5,1,14,4,5,4,1.12590098381042,3,0.996037006378174
1,94,,4,,0.5,4,94,3,5,3,0.598083972930908,1,0.548331022262573
2,94,352,2,4,0.8,1,NaN,5,5,3,0.662235021591187,3,0.772180080413818
1,346,,1,,0.8,1,346,1,5,1,0.790410041809082,3,0.596749782562256
1,350,,4,,0.5,1,NaN,5,5,5,0.274831056594849,3,0.65333104133606
1,10,,3,,0.8,1,NaN,5,5,5,0.918780088424683,3,0.596987009048462
2,6,354,1,2,0.5,3,NaN,5,5,5,0,3,0.549118995666504
2,8,8,2,4,0.8,1,NaN,5,5,5,1.14315485954285,3,0.693211078643799
1,6,,2,,0.5,3,NaN,5,5,5,0.935421943664551,3,0.565433025360107
2,354,346,1,3,0.8,2,NaN,5,5,5,1.06356501579285,3,1.02991199493408
2,80,346,3,4,0.5,4,346,1,5,1,0.759594917297363,2,0.501830101013184
2,96,346,1,3,0.8,3,346,1,5,4,1.32011413574219,1,1.01414895057678
2,102,96,2,4,0.8,1,NaN,5,5,5,0.88803505897522,3,0.582068920135498
1,96,,4,,0.5,4,96,3,5,2,0.616276025772095,2,0.566540002822876
1,8,,1,,0.8,1,8,4,5,4,0.728660106658936,3,0.454478979110718
1,78,,4,,0.5,3,NaN,5,5,5,0.856432914733887,3,0.934662103652954
2,4,14,1,4,0.5,3,NaN,5,5,5,0.952715158462524,3,0.59893012046814
1,6,,2,,0.5,1,NaN,5,5,5,1.01701307296753,2,1.0792031288147
2,352,104,2,3,0.8,2,352,1,5,1,0.825170993804932,2,0.519097089767456
1,8,,2,,0.5,2,8,4,5,4,0.585209131240845,2,0.487343072891235
2,352,12,3,4,0.8,1,NaN,5,5,3,1.12937498092651,3,0.711727142333984
1,4,,3,,0.5,4,NaN,5,5,5,1.09746789932251,3,0.743863105773926
1,8,,3,,0.5,3,8,4,5,4,0.681637048721313,3,0.53589391708374
2,354,10,2,4,0.8,4,10,4,5,4,1.32186698913574,1,1.03211307525635
2,94,350,1,4,0.5,2,NaN,5,5,5,0.970104932785034,3,1.06412386894226
1,12,,3,,0.8,1,NaN,5,5,3,0.954441785812378,3,0.74417519569397
1,346,,3,,0.5,4,NaN,5,5,3,0.906363964080811,3,0.600669145584106
2,96,352,1,4,0.5,3,NaN,5,5,5,0.970480918884277,3,0.920660972595215
1,94,,4,,0.8,2,NaN,5,5,5,0,3,1.1928551197052
2,102,356,1,2,0.8,1,102,3,5,3,1.40278792381287,2,1.06487083435059
1,356,,2,,0.8,3,NaN,5,5,3,0.922905921936035,2,0.569005012512207
1,350,,1,,0.5,4,NaN,5,5,5,1.03533887863159,2,0.905129909515381
1,10,,2,,0.8,2,10,4,5,4,0.651255130767822,3,0.553343057632446
1,346,,3,,0.5,3,346,1,5,1,0.587422132492065,3,0.537539958953857
1,4,,1,,0.8,2,NaN,5,5,5,0,3,0.592130184173584
1,76,,4,,0.8,3,NaN,5,5,5,0,3,0.567584037780762
2,94,348,1,3,0.5,4,NaN,5,5,2,1.03383803367615,3,0.536003112792969
1,346,,4,,0.8,4,346,1,5,1,0.570005178451538,2,0.264302015304565
1,350,,4,,0.5,2,NaN,5,5,5,1.00213098526001,2,0.952234983444214
2,84,78,1,4,0.5,2,NaN,5,5,5,0.922266960144043,2,0.58464503288269
1,4,,4,,0.5,4,4,4,5,4,0.682469844818115,3,0.472517013549805
1,82,,3,,0.5,1,NaN,5,5,2,1.06644701957703,3,0.648710966110229
2,352,346,2,4,0.8,2,352,1,5,2,1.49739694595337,1,1.00093293190002
2,98,102,3,4,0.8,2,NaN,5,5,5,1.01897406578064,3,0.584946870803833
1,84,,2,,0.8,2,84,2,5,2,1.06701493263245,3,0.953361034393311
2,94,100,1,4,0.8,3,NaN,5,5,5,0.987337112426758,3,0.489396810531616
2,84,352,1,2,0.8,3,NaN,5,5,2,0.923518896102905,3,0.505650997161865
2,12,80,1,4,0.5,2,NaN,5,5,2,0.923595905303955,3,0.426074028015137
1,346,,2,,0.5,1,NaN,5,5,2,0.523887872695923,2,0.585932970046997
1,348,,2,,0.8,3,NaN,5,5,5,0.923930168151855,2,0.538153886795044
1,96,,2,,0.8,4,NaN,5,5,5,0,2,0.538110971450806
1,348,,3,,0.8,3,348,1,5,1,0.556151866912842,3,0.314486980438232
2,78,96,1,2,0.8,1,78,2,5,2,0.716593980789185,3,0.474519014358521
2,94,12,3,4,0.5,4,12,4,5,4,1.13687086105347,3,1.46676802635193
2,76,14,2,3,0.5,3,14,4,5,4,1.04144310951233,2,1.00316715240479
1,94,,1,,0.5,4,NaN,5,5,5,0.897096872329712,3,0.507065057754517
1,84,,2,,0.8,2,84,2,5,2,0.577330827713013,2,0.523537874221802
1,76,,3,,0.8,2,NaN,5,5,5,0,3,0.555528163909912
2,96,356,2,3,0.8,2,96,3,5,2,1.48828315734863,1,1.06751108169556
1,100,,1,,0.8,3,NaN,5,5,5,0.897954940795898,3,0.603682994842529
2,4,86,2,3,0.5,3,86,2,5,NaN,0,1,1.33999800682068
1,76,,1,,0.8,1,76,2,5,2,1.07399296760559,1,0.555927991867065
1,86,,3,,0.5,4,NaN,5,5,5,0.930089950561523,3,0.508255958557129
2,80,100,2,3,0.8,2,80,2,5,2,1.25029993057251,2,0.828173160552979
1,104,,2,,0.8,4,NaN,5,5,5,0.340373039245605,3,0.769172191619873
2,8,86,1,4,0.8,3,NaN,5,5,2,0.666836977005005,3,0.553017854690552
2,94,6,3,4,0.8,3,94,3,5,2,1.21105813980103,2,0.793130874633789
1,104,,1,,0.5,1,104,3,5,3,0.619120121002197,2,0.393151044845581
2,78,104,1,4,0.8,1,78,2,5,2,1.25931215286255,2,0.585530042648315
1,352,,4,,0.5,4,352,1,5,1,0.555382966995239,3,0.48990797996521
2,76,356,1,3,0.5,4,NaN,5,5,5,1.1636209487915,3,0.553767919540405
2,10,86,1,2,0.8,2,86,2,5,3,1.05605411529541,3,0.650158166885376
1,104,,2,,0.5,2,104,3,5,3,1.29188799858093,2,0.922184228897095
2,10,356,2,3,0.5,3,356,1,5,1,0.640426158905029,3,0.522289037704468
2,346,12,1,2,0.8,4,NaN,5,5,5,1.08859515190125,3,0.650384902954102
2,100,86,1,2,0.8,1,100,3,5,3,1.29691600799561,2,0.762672901153564
2,8,10,1,3,0.5,1,8,4,5,1,0.89713716506958,2,0.730777025222778
2,78,100,1,3,0.5,1,78,2,5,3,1.42507290840149,1,0.619096040725708
1,348,,3,,0.5,3,348,1,5,1,0.609393835067749,3,0.23514199256897
1,356,,1,,0.5,3,NaN,5,5,3,0.8174729347229,3,0.507564067840576
2,6,4,1,4,0.5,3,NaN,5,5,5,0,3,0.539838075637817
2,100,352,1,2,0.5,1,100,3,5,2,1.10599493980408,1,0.923668146133423
2,84,94,3,4,0.8,3,84,2,5,2,1.20195603370667,3,0.987732172012329
1,104,,1,,0.8,1,104,3,5,3,0.802052974700928,2,0.539883136749268
2,346,84,2,4,0.5,4,84,2,5,2,0.946459054946899,2,0.700172901153564
2,104,354,1,2,0.8,1,104,3,5,2,1.15472006797791,1,0.572505950927734
2,346,352,1,3,0.5,1,346,1,5,1,1.04263782501221,3,0.556514024734497
2,86,98,3,4,0.8,2,NaN,5,5,5,0.978883028030396,3,0.524832010269165
1,102,,1,,0.8,1,102,3,5,3,0.610805034637451,3,0.432898044586182
2,102,348,2,4,0.8,2,102,3,5,2,1.34699511528015,1,0.753101110458374
2,6,82,3,4,0.8,4,82,2,5,2,1.02712297439575,3,0.497229099273682
2,350,346,2,4,0.8,1,NaN,5,5,5,1.02726292610168,3,0.513401985168457
2,14,94,1,4,0.8,2,NaN,5,5,5,0.931386947631836,3,0.545444965362549
1,86,,3,,0.5,3,86,2,5,3,0.643666982650757,2,0.513794183731079
2,12,102,2,4,0.8,3,NaN,5,5,5,0.339825868606567,3,0.644930124282837
1,14,,3,,0.8,4,NaN,5,5,5,0.963078022003174,3,0.63676118850708
1,10,,1,,0.5,1,10,4,5,4,1.48998498916626,3,0.252921104431152
2,102,12,2,4,0.8,3,NaN,5,5,5,0,3,0.513626098632812
1,82,,4,,0.5,3,NaN,5,5,5,0,3,0.577410936355591
2,12,78,3,4,0.5,2,NaN,5,5,5,0,3,0.593607902526855
1,102,,4,,0.5,1,NaN,5,5,5,0.931618928909302,2,1.31382393836975
2,8,10,1,3,0.5,3,10,4,5,4,0.691783905029297,2,0.625890016555786
1,84,,4,,0.5,4,84,2,5,2,0.61197304725647,3,0.914156913757324
2,4,76,1,3,0.5,1,4,4,5,4,1.36413097381592,2,1.36233901977539
1,94,,4,,0.5,4,94,3,5,3,0.660420894622803,2,0.610460996627808
2,82,94,2,4,0.5,2,82,2,5,2,1.01268196105957,2,0.578621864318848
1,348,,2,,0.5,4,NaN,5,5,5,0.916981935501099,3,0.514764785766602
2,348,4,3,4,0.8,4,4,4,5,4,1.49189496040344,2,1.42705607414246
1,12,,4,,0.5,2,NaN,5,5,3,0.613119840621948,3,0.787184953689575
1,82,,3,,0.8,3,82,2,5,2,0.645303964614868,3,0.531427145004272
1,6,,4,,0.5,3,NaN,5,5,5,1.12540507316589,3,0.755472898483276
2,78,96,3,4,0.8,3,78,2,5,2,0.885572910308838,3,0.611918926239014
2,10,350,2,3,0.8,3,350,1,5,NaN,0,2,1.48680186271667
1,346,,1,,0.8,4,NaN,5,5,5,0,3,0.564114093780518
1,98,,3,,0.5,4,NaN,5,5,3,1.23811388015747,1,1.48730206489563
2,102,94,2,4,0.5,3,NaN,5,5,5,0.934412002563477,3,0.516216039657593
1,94,,3,,0.5,3,94,3,5,3,0.774513006210327,2,0.468568086624146
1,84,,4,,0.5,4,84,2,5,2,0.630908012390137,2,0.56489896774292
1,348,,1,,0.5,2,NaN,5,5,5,1.06254196166992,3,0.644737958908081
